SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Kanchan Rahul Kool,Bharatiya Janata Party,528711,2229,530940,40.69
2,Adv.Mangesh Nilkanth Vanshiv,Bahujan Samaj Party,6867,15,6882,0.53
3,Supriya Sule,Nationalist Congress Party,683705,3009,686714,52.63
4,Dashrath Nana Raut,Bharatiya Praja Surajya Paksha,3817,5,3822,0.29
5,Padalkar Navanath,Vanchit Bahujan Aaghadi,43953,181,44134,3.38
6,Yuvraj Bhujbal,Jan Adhikar Party,903,5,908,0.07
7,Savita Bhimrao Kadale,Hindustan Janta Party,797,1,798,0.06
8,Sanjay Shinde,Bahujan Mukti Party,4330,15,4345,0.33
9,Alankruta Abhijeet Awade-Bichukale,Independent,844,0,844,0.06
10,Ulhas(Nanasaheb) Mugutrao Chormale,Independent,1992,1,1993,0.15
11,Adv.Girish Madan Patil,Independent,1087,0,1087,0.08
12,Deepak Shantaram Watvisave,Independent,1871,0,1871,0.14
13,Dr. Balasaheb Arjun Pol,Independent,1001,2,1003,0.08
14,Vijaynath Ramachandra Chandere,Independent,1721,0,1721,0.13
15,Vishvanath Sitaram Gargade,Independent,1157,1,1158,0.09
16,Shivaji (Nana) Rambhau Nandkhile,Independent,4405,0,4405,0.34
17,Sureshdada Baburao Veer,Independent,3284,0,3284,0.25
18,Hemant Baburao Kolekar Patil,Independent,951,0,951,0.07
19,NOTA,None of the Above,7846,22,7868,0.6
,Total, ,1299242,5486,1304728,
