SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,DHANI RAM SHANDIL,Indian National Congress,277647,1021,278668,30.5
2,VIKRAM SINGH,Bahujan Samaj Party,7696,63,7759,0.85
3,SURESH KUMAR KASHYAP,Bharatiya Janata Party,601306,4877,606183,66.35
4,MANOJ RAGHUVANSHI,All India Forward Bloc,5806,11,5817,0.64
5,SHAMSHER SINGH,Rashtriya Azad Manch,3209,7,3216,0.35
6,RAVI KUMAR DALIT,Independent,3600,8,3608,0.39
7,NOTA,None of the Above,8305,52,8357,0.91
,Total, ,907569,6039,913608,
