SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Kavita Singh,Janata Dal (United),447171,1302,448473,45.54
2,Balmiki Prasad Gupta,Bahujan Samaj Party,8433,34,8467,0.86
3,Hena Shahab,Rashtriya Janata Dal,330363,1152,331515,33.66
4,Amar Nath Yadav,Communist Party of India (Marxist-Leninist) (Liberation),74554,90,74644,7.58
5,Narad Pandit,Bharatiya Samta Samaj Party,3604,11,3615,0.37
6,Parmanand Gond,Swatantra Samaj Party,2062,7,2069,0.21
7,Bijay bahadur Singh,Rashtriya Sahyog Party,2754,2,2756,0.28
8,Rohit Kumar Yadav,Sanyukt Vikas Party,2360,4,2364,0.24
9,Shabana,Jai Prakash Janata Dal,2103,4,2107,0.21
10,Sudhir Kuamr Singh,Shivsena,2686,15,2701,0.27
11,Anil Kumar Verma,Independent,5260,0,5260,0.53
12,Abhishek Kumar Alias Rinku Ji,Independent,3573,0,3573,0.36
13,Amarjit Prasad,Independent,7668,3,7671,0.78
14,Upendra Kumar Giri,Independent,17352,1,17353,1.76
15,Jai Prakash Prasad Alias J.P.Bhai,Independent,5964,0,5964,0.61
16,Deva Kant Mishra Alias Munna Bhaiya,Independent,36458,1,36459,3.7
17,Madhuri Pandey,Independent,12927,1,12928,1.31
18,Sanjay Prajapatee,Independent,2352,2,2354,0.24
19,Satyendra Kushwaha,Independent,6043,8,6051,0.61
20,NOTA,None of the Above,8464,22,8486,0.86
,Total, ,982151,2659,984810,
