SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,CHHEDI PASWAN,Bharatiya Janata Party,492364,2436,494800,50.76
2,MANOJ KUMAR,Bahujan Samaj Party,86187,219,86406,8.86
3,MEIRA KUMAR,Indian National Congress,326373,2682,329055,33.76
4,DHARMRAJ PASWAN,Lok Jan Vikas Morcha,5974,4,5978,0.61
5,NIRMALA DEVI,Pragatishil Samajwadi Party (Lohia),1691,11,1702,0.17
6,VIDYA JYOTI,Bahujan Mukti Party,2732,14,2746,0.28
7,SATYA NARAYAN RAM,Ambedkarite Party of India,4770,0,4770,0.49
8,ASHOK KUMAR PASWAN,Independent,2664,1,2665,0.27
9,ASHOK BAITHA,Independent,9973,56,10029,1.03
10,RAGHUNI RAM SHASTRI,Independent,2416,5,2421,0.25
11,RAJANIKANT CHOUDHARY,Independent,3556,1,3557,0.36
12,RAMEKBAL RAM,Independent,6408,2,6410,0.66
13,SATYA NARAYAN PASWAN,Independent,5222,0,5222,0.54
14,NOTA,None of the Above,18914,74,18988,1.95
,Total, ,969244,5505,974749,
