SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Chandan Singh,Lok Jan Shakti Party,491956,3728,495684,52.59
2,Vibha Devi,Rashtriya Janata Dal,344734,2878,347612,36.88
3,Vishnu Dev Yadav,Bahujan Samaj Party,11296,107,11403,1.21
4,Aditya Pradhan,Peoples Party of India (Democratic),4738,43,4781,0.51
5,Mokim Uddin,Rashtriya Ulama Council,3768,8,3776,0.4
6,Ranganatha chary,Shivsena,3565,111,3676,0.39
7,Vijay Ram,Moolniwasi Samaj Party,3384,43,3427,0.36
8,Tulsi Dayal,Independent,2211,19,2230,0.24
9,Naresh Prasad,Independent,2642,9,2651,0.28
10,Nivedita Singh,Independent,6773,14,6787,0.72
11,Prof. K.B. Prasad,Independent,4044,28,4072,0.43
12,Rakesh Raushan,Independent,6278,4,6282,0.67
13,Rajesh Kumar,Independent,14922,12,14934,1.58
14,NOTA,None of the Above,35044,103,35147,3.73
,Total, ,935355,7107,942462,
