SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Indra Deo Paswan,Bahujan Samaj Party,6790,3,6793,0.62
2,Javed Akhter,All India Trinamool Congress,5481,2,5483,0.5
3,Dr. Mohammad Jawed,Indian National Congress,366820,197,367017,33.32
4,Syed Mahmood Ashraf,Janata Dal (United),332325,226,332551,30.19
5,Akhtarul Iman,All India Majlis-E-Ittehadul Muslimeen,294859,170,295029,26.78
6,Alimuddin Ansari,Aam Aadmi Party,9822,0,9822,0.89
7,Pradip Kumar Singh,Shivsena,3260,6,3266,0.3
8,Rajendra Paswan,Bahujan Mukti Party,4013,0,4013,0.36
9,Shukal Murmu,Jharkhand Mukti Morcha,10273,2,10275,0.93
10,Azimuddin,Independent,4755,0,4755,0.43
11,Asad Alam,Independent,8133,0,8133,0.74
12,Chhote Lal Mahto,Independent,8699,1,8700,0.79
13,Rajesh Kumar Dubey,Independent,15182,2,15184,1.38
14,Haserul,Independent,10860,0,10860,0.99
15,NOTA,None of the Above,19719,3,19722,1.79
,Total, ,1100991,612,1101603,
