SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ASHOK KUMAR YADAV,Bharatiya Janata Party,594811,1032,595843,61.83
2,ANAND KUMAR JHA,Akhil Bhartiya Mithila Party,10109,18,10127,1.05
3,MD. KHALIQUE ANSARI,Pragatishil Samajwadi Party (Lohia),2720,6,2726,0.28
4,DHANESHWAR MAHTO,Bhartiya Mitra Party,6318,4,6322,0.66
5,BADRI KUMAR PURBEY,Vikassheel Insaan Party,140705,198,140903,14.62
6,RANJIT KUMAR,Bahujan Mukti Party,4521,3,4524,0.47
7,RAM SWARUP BHARTI,Voters Party International,2819,0,2819,0.29
8,REKHA RANJAN YADAV,Republican Party of India (A),4561,5,4566,0.47
9,SATISH CHANDRA JHA,Purvanchal Janta Party (Secular),5071,3,5074,0.53
10,SUBHASH CHANDRA JHA,Rashtriya Jansambhavna Party,5672,5,5677,0.59
11,ANIL KUMAR SAH,Independent,4528,0,4528,0.47
12,ABUBAKAR RAHMANI,Independent,12491,1,12492,1.3
13,ABHIJIT KUMAR SINGH,Independent,4068,1,4069,0.42
14,RAJU KUMAR RAJ,Independent,5695,0,5695,0.59
15,VIDYA SAGAR MANDAL,Independent,6933,3,6936,0.72
16,DR. SHAKEEL AHMAD,Independent,131416,114,131530,13.65
17,HEMA JHA,Independent,14254,0,14254,1.48
18,NOTA,None of the Above,5602,21,5623,0.58
,Total, ,962294,1414,963708,
