SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,PRADEEP KUMAR SINGH,Bharatiya Janata Party,618004,430,618434,52.87
2,RAM NRAYAN BHARTI,Bahujan Samaj Party,10287,7,10294,0.88
3,SARFARAZ ALAM,Rashtriya Janata Dal,481120,73,481193,41.14
4,TARACHAND PASWAN,Bahujan Mukti Party,7263,3,7266,0.62
5,SUDAMA SINGH,Bihar Lok Nirman Dal,2057,2,2059,0.18
6,MD. MATIN,Independent,1368,1,1369,0.12
7,MD. MINHAZ ALAM,Independent,1949,0,1949,0.17
8,MUKESH SINGH,Independent,2143,2,2145,0.18
9,MD. MOBINUL HAQUE,Independent,3036,1,3037,0.26
10,RAMA NAND RISHIDEO,Independent,5959,0,5959,0.51
11,ABDUL WAHID KHAN,Independent,8168,0,8168,0.7
12,SHAHIN PRAVIN,Independent,7138,1,7139,0.61
13,NOTA,None of the Above,20606,12,20618,1.76
,Total, ,1169098,532,1169630,
